sample_id,word_index,char_start,char_end,original_fragment,apostrophe_normalized_fragment,spoken_word,bert_positions,normalization
-UuX1xuaiiE$_$6,1,2,7,ended,ended,ended,[2],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,2,8,10,up,up,up,[3],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,3,11,16,going,going,going,[4],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,4,17,19,to,to,to,[5],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,5,20,24,work,work,work,[6],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,6,25,28,for,for,for,[7],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,7,29,32,the,the,the,[8],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,8,33,35,US,US,u,[9],initialism spelled as letters
-UuX1xuaiiE$_$6,9,33,35,US,US,s,[9],initialism spelled as letters
-UuX1xuaiiE$_$6,10,36,46,government,government,government,[10],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,11,47,49,as,as,as,[11],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,12,50,52,an,an,an,[12],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,13,53,65,intelligence,intelligence,intelligence,[13],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,14,66,73,analyst,analyst,analyst,[14],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,15,75,87,specializing,specializing,specializing,[16],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,16,88,90,in,in,in,[17],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,17,91,94,war,war,war,[18],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,18,95,101,crimes,crimes,crimes,[19],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,19,102,105,and,and,and,[20],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,20,106,111,human,human,human,[21],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,21,112,118,rights,rights,rights,[22],lowercase / apostrophe normalization
-UuX1xuaiiE$_$6,22,119,125,issues,issues,issues,[23],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,0,0,3,And,And,and,[1],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,1,4,6,if,if,if,[2],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,2,7,10,you,you,you,[3],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,3,11,15,clip,clip,clip,[4],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,4,16,23,coupons,coupons,coupons,"[5, 6]",lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,5,25,27,if,if,if,[8],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,6,28,31,you,you,you,[9],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,7,32,37,don't,don't,don't,"[10, 11, 12]",lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,8,38,40,go,go,go,[13],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,9,41,44,out,out,out,[14],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,10,45,48,for,for,for,[15],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,11,49,55,dinner,dinner,dinner,[16],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,12,56,59,and,and,and,[17],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,13,60,66,movies,movies,movies,[18],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,14,67,70,and,and,and,[19],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,15,71,77,things,things,things,[20],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,16,78,80,of,of,of,[21],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,17,81,85,that,that,that,[22],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,18,86,92,nature,nature,nature,[23],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,19,93,96,and,and,and,[24],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,20,97,100,try,try,try,[25],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,21,101,103,to,to,to,[26],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,22,104,108,take,take,take,[27],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,23,109,111,up,up,up,[28],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,24,112,118,things,things,things,[29],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,25,119,121,in,in,in,[30],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,26,122,126,life,life,life,[31],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,27,127,131,that,that,that,[32],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,28,133,137,well,well,well,[34],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,29,139,143,they,they,they,[36],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,30,144,150,always,always,always,[37],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,31,151,154,say,say,say,[38],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,32,157,160,the,the,the,[41],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,33,161,165,best,best,best,[42],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,34,166,172,things,things,things,[43],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,35,173,175,in,in,in,[44],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,36,176,180,life,life,life,[45],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,37,181,184,are,are,are,[46],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,38,185,189,free,free,free,[47],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,39,192,199,Reading,Reading,reading,[50],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,40,200,201,a,a,a,[51],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,41,202,206,book,book,book,[52],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,42,208,213,going,going,going,[54],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,43,214,217,for,for,for,[55],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,44,218,219,a,a,a,[56],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,45,220,224,nice,nice,nice,[57],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,46,225,229,walk,walk,walk,[58],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,47,231,234,and,and,and,[60],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,48,236,238,of,of,of,[62],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,49,239,245,course,course,course,[63],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,50,247,256,combining,combining,combining,[65],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,51,257,265,exercise,exercise,exercise,[66],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,52,266,269,and,and,and,[67],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,53,270,277,various,various,various,[68],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,54,278,284,things,things,things,[69],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,55,285,287,of,of,of,[70],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,56,288,292,that,that,that,[71],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,57,293,299,nature,nature,nature,[72],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,58,300,305,where,where,where,[73],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,59,306,312,you're,you're,you're,"[74, 75, 76]",lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,60,313,316,not,not,not,[77],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,61,317,325,spending,spending,spending,[78],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,62,326,331,money,money,money,[79],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,63,332,335,per,per,per,[80],lowercase / apostrophe normalization
-a55Q6RWvTA$_$3,64,336,338,se,se,se,[81],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,0,0,5,Maybe,Maybe,maybe,[1],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,1,6,10,they,they,they,[2],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,2,11,15,have,have,have,[3],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,3,16,18,no,no,no,[4],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,4,19,28,political,political,political,[5],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,5,29,34,party,party,party,[6],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,6,35,46,affiliation,affiliation,affiliation,[7],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,7,48,55,they're,they're,they're,"[9, 10, 11]",lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,8,56,59,not,not,not,[12],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,9,60,70,interested,interested,interested,[13],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,10,71,73,in,in,in,[14],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,11,74,82,politics,politics,politics,[15],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,12,84,88,they,they,they,[17],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,13,89,94,could,could,could,[18],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,14,95,99,care,care,care,[19],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,15,100,104,less,less,less,[20],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,16,105,110,about,about,about,[21],lowercase / apostrophe normalization
-aNfi7CP8vM$_$7,17,111,119,politics,politics,politics,[22],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,0,0,2,In,In,in,[1],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,1,3,7,2008,2008,two,[2],English number expansion
-aqamKhZ1Ec$_$0,2,3,7,2008,2008,thousand,[2],English number expansion
-aqamKhZ1Ec$_$0,3,3,7,2008,2008,and,[2],English number expansion
-aqamKhZ1Ec$_$0,4,3,7,2008,2008,eight,[2],English number expansion
-aqamKhZ1Ec$_$0,5,9,14,there,there,there,[4],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,6,15,19,were,were,were,[5],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,7,20,24,very,very,very,[6],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,8,25,32,serious,serious,serious,[7],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,9,33,39,tribal,tribal,tribal,[8],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,10,40,47,warfare,warfare,warfare,[9],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,11,48,50,in,in,in,[10],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,12,51,56,Kenya,Kenya,kenya,[11],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,13,57,66,following,following,following,[12],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,14,67,68,a,a,a,[13],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,15,69,77,disputed,disputed,disputed,[14],lowercase / apostrophe normalization
-aqamKhZ1Ec$_$0,16,78,86,election,election,election,[15],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,0,0,3,For,For,for,[1],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,1,4,7,the,the,the,[2],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,2,8,12,10th,10th,tenth,[3],English number expansion
-dxfTGcXJoc$_$1,3,13,21,straight,straight,straight,[4],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,4,22,26,year,year,year,[5],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,5,28,32,some,some,some,[7],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,6,33,35,of,of,of,[8],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,7,36,46,Kentucky’s,Kentucky's,kentucky's,"[9, 10, 11]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,8,47,51,best,best,best,[12],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,9,52,55,and,and,and,[13],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,10,56,60,most,most,most,[14],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,11,61,71,innovative,innovative,innovative,[15],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,12,72,79,biotech,biotech,biotech,"[16, 17]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,13,80,89,companies,companies,companies,[18],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,14,90,93,and,and,and,[19],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,15,94,106,technologies,technologies,technologies,[20],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,16,107,111,were,were,were,[21],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,17,112,114,on,on,on,[22],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,18,115,122,display,display,display,[23],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,19,123,125,at,at,at,[24],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,20,126,129,the,the,the,[25],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,21,130,136,annual,annual,annual,[26],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,22,137,140,BIO,BIO,b,[27],initialism spelled as letters
-dxfTGcXJoc$_$1,23,137,140,BIO,BIO,i,[27],initialism spelled as letters
-dxfTGcXJoc$_$1,24,137,140,BIO,BIO,o,[27],initialism spelled as letters
-dxfTGcXJoc$_$1,25,141,154,International,International,international,[28],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,26,155,165,Convention,Convention,convention,[29],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,27,167,172,which,which,which,[31],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,28,173,174,I,I,i,[32],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,29,175,178,and,and,and,[33],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,30,179,184,other,other,other,[34],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,31,185,190,state,state,state,[35],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,32,191,200,officials,officials,officials,[36],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,33,201,209,attended,attended,attended,[37],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,34,210,214,this,this,this,[38],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,35,215,219,week,week,week,[39],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,36,220,222,in,in,in,[40],lowercase / apostrophe normalization
-dxfTGcXJoc$_$1,37,223,230,Chicago,Chicago,chicago,[41],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,0,0,4,This,This,this,[1],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,1,5,7,is,is,is,[2],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,2,8,16,Governor,Governor,governor,[3],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,3,17,22,Steve,Steve,steve,[4],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,4,23,30,Beshear,Beshear,beshear,"[5, 6, 7]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,5,35,40,About,About,about,[11],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,6,41,49,Kentucky,Kentucky,kentucky,[12],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,7,50,53,Our,Our,our,[13],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,8,54,59,state,state,state,[14],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,9,60,62,is,is,is,[15],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,10,63,67,home,home,home,[16],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,11,68,70,to,to,to,[17],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,12,71,75,more,more,more,[18],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,13,76,80,than,than,than,[19],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,14,81,86,"1,500","1,500",one,"[20, 21, 22]",English number expansion
-dxfTGcXJoc$_$0,15,81,86,"1,500","1,500",thousand,"[20, 21, 22]",English number expansion
-dxfTGcXJoc$_$0,16,81,86,"1,500","1,500",five,"[20, 21, 22]",English number expansion
-dxfTGcXJoc$_$0,17,81,86,"1,500","1,500",hundred,"[20, 21, 22]",English number expansion
-dxfTGcXJoc$_$0,18,87,97,bioscience,bioscience,bioscience,"[23, 24, 25]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,19,98,101,and,and,and,[26],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,20,102,113,lifescience,lifescience,lifescience,"[27, 28, 29]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,21,114,123,companies,companies,companies,[30],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,22,124,127,and,and,and,[31],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,23,128,132,more,more,more,[32],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,24,133,137,than,than,than,[33],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,25,138,145,"100,000","100,000",one,"[34, 35, 36]",English number expansion
-dxfTGcXJoc$_$0,26,138,145,"100,000","100,000",hundred,"[34, 35, 36]",English number expansion
-dxfTGcXJoc$_$0,27,138,145,"100,000","100,000",thousand,"[34, 35, 36]",English number expansion
-dxfTGcXJoc$_$0,28,146,152,people,people,people,[37],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,29,153,156,who,who,who,[38],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,30,157,161,work,work,work,[39],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,31,162,165,for,for,for,[40],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,32,166,171,these,these,these,[41],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,33,172,177,firms,firms,firms,[42],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,34,179,181,in,in,in,[44],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,35,182,187,areas,areas,areas,[45],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,36,188,192,from,from,from,[46],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,37,193,206,nutrigenomics,nutrigenomics,nutrigenomics,"[47, 48, 49, 50]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,38,207,210,and,and,and,[51],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,39,211,226,pharmaceuticals,pharmaceuticals,pharmaceuticals,[52],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,40,227,229,to,to,to,[53],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,41,230,244,nanotechnology,nanotechnology,nanotechnology,"[54, 55, 56]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,42,245,248,and,and,and,[57],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,43,249,256,medical,medical,medical,[58],lowercase / apostrophe normalization
-dxfTGcXJoc$_$0,44,257,264,devices,devices,devices,[59],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,0,0,2,An,An,an,[1],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,1,3,12,estimated,estimated,estimated,[2],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,2,13,19,"20,000","20,000",twenty,"[3, 4, 5]",English number expansion
-dxfTGcXJoc$_$2,3,13,19,"20,000","20,000",thousand,"[3, 4, 5]",English number expansion
-dxfTGcXJoc$_$2,4,20,27,biotech,biotech,biotech,"[6, 7]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,5,28,38,scientists,scientists,scientists,[8],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,6,40,50,executives,executives,executives,[10],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,7,51,54,and,and,and,[11],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,8,55,63,industry,industry,industry,[12],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,9,64,71,experts,experts,experts,[13],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,10,72,76,from,from,from,[14],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,11,77,81,more,more,more,[15],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,12,82,86,than,than,than,[16],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,13,87,89,50,50,fifty,[17],English number expansion
-dxfTGcXJoc$_$2,14,90,97,nations,nations,nations,[18],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,15,98,102,were,were,were,[19],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,16,103,105,at,at,at,[20],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,17,106,109,the,the,the,[21],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,18,110,113,BIO,BIO,b,[22],initialism spelled as letters
-dxfTGcXJoc$_$2,19,110,113,BIO,BIO,i,[22],initialism spelled as letters
-dxfTGcXJoc$_$2,20,110,113,BIO,BIO,o,[22],initialism spelled as letters
-dxfTGcXJoc$_$2,21,114,124,conference,conference,conference,[23],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,22,125,127,to,to,to,[24],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,23,128,133,learn,learn,learn,[25],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,24,134,139,about,about,about,[26],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,25,140,143,the,the,the,[27],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,26,144,150,latest,latest,latest,[28],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,27,151,161,scientific,scientific,scientific,[29],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,28,162,170,advances,advances,advances,[30],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,29,172,175,and,and,and,[32],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,30,176,178,to,to,to,[33],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,31,179,187,exchange,exchange,exchange,[34],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,32,188,193,ideas,ideas,ideas,[35],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,33,194,197,and,and,and,[36],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,34,198,207,establish,establish,establish,[37],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,35,208,216,business,business,business,[38],lowercase / apostrophe normalization
-dxfTGcXJoc$_$2,36,217,230,relationships,relationships,relationships,[39],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,0,0,10,Kentucky’s,Kentucky's,kentucky's,"[1, 2, 3]",lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,1,11,24,participation,participation,participation,[4],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,2,25,27,at,at,at,[5],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,3,28,31,the,the,the,[6],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,4,32,38,annual,annual,annual,[7],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,5,39,42,BIO,BIO,b,[8],initialism spelled as letters
-dxfTGcXJoc$_$6,6,39,42,BIO,BIO,i,[8],initialism spelled as letters
-dxfTGcXJoc$_$6,7,39,42,BIO,BIO,o,[8],initialism spelled as letters
-dxfTGcXJoc$_$6,8,43,56,International,International,international,[9],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,9,57,67,Convention,Convention,convention,[10],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,10,68,70,is,is,is,[11],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,11,71,74,the,the,the,[12],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,12,75,82,primary,primary,primary,[13],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,13,83,88,means,means,means,[14],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,14,89,91,by,by,by,[15],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,15,92,97,which,which,which,[16],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,16,98,101,our,our,our,[17],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,17,102,106,high,high,high,[18],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,18,107,111,tech,tech,tech,[20],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,19,112,121,companies,companies,companies,[21],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,20,122,125,and,and,and,[22],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,21,126,138,institutions,institutions,institutions,[23],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,22,139,142,can,can,can,[24],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,23,143,148,reach,reach,reach,[25],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,24,149,152,out,out,out,[26],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,25,153,155,to,to,to,[27],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,26,156,159,the,the,the,[28],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,27,160,166,global,global,global,[29],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,28,167,177,scientific,scientific,scientific,[30],lowercase / apostrophe normalization
-dxfTGcXJoc$_$6,29,178,187,community,community,community,[31],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,0,0,5,We're,We're,we're,"[1, 2, 3]",lowercase / apostrophe normalization
-egA8-b7-3M$_$26,1,6,14,updating,updating,updating,"[4, 5]",lowercase / apostrophe normalization
-egA8-b7-3M$_$26,2,15,17,it,it,it,[6],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,3,18,21,all,all,all,[7],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,4,22,25,the,the,the,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,5,26,30,time,time,time,[9],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,6,31,34,and,and,and,[10],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,7,35,42,looking,looking,looking,[11],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,8,43,50,forward,forward,forward,[12],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,9,51,53,to,to,to,[13],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,10,54,58,your,your,your,[14],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,11,59,67,comments,comments,comments,[15],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,12,68,70,on,on,on,[16],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,13,71,74,our,our,our,[17],lowercase / apostrophe normalization
-egA8-b7-3M$_$26,14,75,81,videos,videos,videos,[18],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,0,0,2,As,As,as,[1],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,1,3,6,you,you,you,[2],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,2,7,11,have,have,have,[3],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,3,12,16,more,more,more,[4],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,4,17,27,experience,experience,experience,[5],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,5,29,32,you,you,you,[7],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,6,33,37,have,have,have,[8],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,7,38,42,more,more,more,[9],lowercase / apostrophe normalization
-egA8-b7-3M$_$17,8,43,48,times,times,times,[10],lowercase / apostrophe normalization
