sample,array,shape,exact,max_abs,max_scaled
-egA8-b7-3M__20,word_time_membership,"(20, 323)",True,0.0,0.0
-egA8-b7-3M__20,word_start_quantiles,"(20, 3)",True,0.0,0.0
-egA8-b7-3M__20,word_end_quantiles,"(20, 3)",True,0.0,0.0
-egA8-b7-3M__20,word_audio,"(20, 97)",True,0.0,0.0
-egA8-b7-3M__20,word_audio_dim_mask,"(20, 97)",True,0.0,0.0
-egA8-b7-3M__20,word_audio_effective_seconds,"(20,)",True,0.0,0.0
-egA8-b7-3M__20,word_voiced_effective_seconds,"(20,)",True,0.0,0.0
-egA8-b7-3M__20,word_expression,"(20, 52)",True,0.0,0.0
-egA8-b7-3M__20,word_expression_mask,"(20,)",True,0.0,0.0
-egA8-b7-3M__20,word_scene,"(20, 512)",True,0.0,0.0
-egA8-b7-3M__20,word_scene_mask,"(20,)",True,0.0,0.0
-egA8-b7-3M__20,ctc_word_score,"(20,)",True,0.0,0.0
-egA8-b7-3M__20,asr_exact_match,"(20,)",True,0.0,0.0
-egA8-b7-3M__20,asr_time_gap_s,"(20,)",True,0.0,0.0
-egA8-b7-3M__20,asr_word_probability,"(20,)",True,0.0,0.0
-egA8-b7-3M__26,text,"(15, 768)",True,0.0,0.0
-egA8-b7-3M__26,text_mask,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,audio_native,"(297, 47)",True,0.0,0.0
-egA8-b7-3M__26,audio_time,"(297,)",True,0.0,0.0
-egA8-b7-3M__26,audio_cells,"(297, 2)",True,0.0,0.0
-egA8-b7-3M__26,audio_voiced,"(297,)",True,0.0,0.0
-egA8-b7-3M__26,bert_token_ids,"(21,)",True,0.0,0.0
-egA8-b7-3M__26,bert_word_membership,"(15, 21)",True,0.0,0.0
-egA8-b7-3M__26,bert_char_offsets,"(21, 2)",True,0.0,0.0
-egA8-b7-3M__26,scene_native,"(60, 512)",True,0.0,0.0
-egA8-b7-3M__26,expression_native,"(60, 52)",True,0.0,0.0
-egA8-b7-3M__26,expression_valid,"(60,)",True,0.0,0.0
-egA8-b7-3M__26,vision_time,"(60,)",True,0.0,0.0
-egA8-b7-3M__26,vision_cells,"(60, 2)",True,0.0,0.0
-egA8-b7-3M__26,vision_frame_index,"(60,)",True,0.0,0.0
-egA8-b7-3M__26,vision_bbox,"(60, 4)",True,0.0,0.0
-egA8-b7-3M__26,recovery_route,"(60,)",True,0.0,0.0
-egA8-b7-3M__26,alignment_supported,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,ctc_cells,"(295, 2)",True,0.0,0.0
-egA8-b7-3M__26,word_time_membership,"(15, 295)",True,0.0,0.0
-egA8-b7-3M__26,word_start_quantiles,"(15, 3)",True,0.0,0.0
-egA8-b7-3M__26,word_end_quantiles,"(15, 3)",True,0.0,0.0
-egA8-b7-3M__26,word_audio,"(15, 97)",True,0.0,0.0
-egA8-b7-3M__26,word_audio_dim_mask,"(15, 97)",True,0.0,0.0
-egA8-b7-3M__26,word_audio_effective_seconds,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,word_voiced_effective_seconds,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,word_expression,"(15, 52)",True,0.0,0.0
-egA8-b7-3M__26,word_expression_mask,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,word_scene,"(15, 512)",True,0.0,0.0
-egA8-b7-3M__26,word_scene_mask,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,ctc_word_score,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,asr_exact_match,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,asr_time_gap_s,"(15,)",True,0.0,0.0
-egA8-b7-3M__26,asr_word_probability,"(15,)",True,0.0,0.0
-egA8-b7-3M__6,text,"(12, 768)",True,0.0,0.0
-egA8-b7-3M__6,text_mask,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,audio_native,"(310, 47)",True,0.0,0.0
-egA8-b7-3M__6,audio_time,"(310,)",True,0.0,0.0
-egA8-b7-3M__6,audio_cells,"(310, 2)",True,0.0,0.0
-egA8-b7-3M__6,audio_voiced,"(310,)",True,0.0,0.0
-egA8-b7-3M__6,bert_token_ids,"(15,)",True,0.0,0.0
-egA8-b7-3M__6,bert_word_membership,"(12, 15)",True,0.0,0.0
-egA8-b7-3M__6,bert_char_offsets,"(15, 2)",True,0.0,0.0
-egA8-b7-3M__6,scene_native,"(63, 512)",True,0.0,0.0
-egA8-b7-3M__6,expression_native,"(63, 52)",True,0.0,0.0
-egA8-b7-3M__6,expression_valid,"(63,)",True,0.0,0.0
-egA8-b7-3M__6,vision_time,"(63,)",True,0.0,0.0
-egA8-b7-3M__6,vision_cells,"(63, 2)",True,0.0,0.0
-egA8-b7-3M__6,vision_frame_index,"(63,)",True,0.0,0.0
-egA8-b7-3M__6,vision_bbox,"(63, 4)",True,0.0,0.0
-egA8-b7-3M__6,recovery_route,"(63,)",True,0.0,0.0
-egA8-b7-3M__6,alignment_supported,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,ctc_cells,"(308, 2)",True,0.0,0.0
-egA8-b7-3M__6,word_time_membership,"(12, 308)",True,0.0,0.0
-egA8-b7-3M__6,word_start_quantiles,"(12, 3)",True,0.0,0.0
-egA8-b7-3M__6,word_end_quantiles,"(12, 3)",True,0.0,0.0
-egA8-b7-3M__6,word_audio,"(12, 97)",True,0.0,0.0
-egA8-b7-3M__6,word_audio_dim_mask,"(12, 97)",True,0.0,0.0
-egA8-b7-3M__6,word_audio_effective_seconds,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,word_voiced_effective_seconds,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,word_expression,"(12, 52)",True,0.0,0.0
-egA8-b7-3M__6,word_expression_mask,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,word_scene,"(12, 512)",True,0.0,0.0
-egA8-b7-3M__6,word_scene_mask,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,ctc_word_score,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,asr_exact_match,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,asr_time_gap_s,"(12,)",True,0.0,0.0
-egA8-b7-3M__6,asr_word_probability,"(12,)",True,0.0,0.0
-egA8-b7-3M__9,text,"(10, 768)",True,0.0,0.0
-egA8-b7-3M__9,text_mask,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,audio_native,"(247, 47)",True,0.0,0.0
-egA8-b7-3M__9,audio_time,"(247,)",True,0.0,0.0
-egA8-b7-3M__9,audio_cells,"(247, 2)",True,0.0,0.0
-egA8-b7-3M__9,audio_voiced,"(247,)",True,0.0,0.0
-egA8-b7-3M__9,bert_token_ids,"(14,)",True,0.0,0.0
-egA8-b7-3M__9,bert_word_membership,"(10, 14)",True,0.0,0.0
-egA8-b7-3M__9,bert_char_offsets,"(14, 2)",True,0.0,0.0
-egA8-b7-3M__9,scene_native,"(51, 512)",True,0.0,0.0
-egA8-b7-3M__9,expression_native,"(51, 52)",True,0.0,0.0
-egA8-b7-3M__9,expression_valid,"(51,)",True,0.0,0.0
-egA8-b7-3M__9,vision_time,"(51,)",True,0.0,0.0
-egA8-b7-3M__9,vision_cells,"(51, 2)",True,0.0,0.0
-egA8-b7-3M__9,vision_frame_index,"(51,)",True,0.0,0.0
-egA8-b7-3M__9,vision_bbox,"(51, 4)",True,0.0,0.0
-egA8-b7-3M__9,recovery_route,"(51,)",True,0.0,0.0
-egA8-b7-3M__9,alignment_supported,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,ctc_cells,"(246, 2)",True,0.0,0.0
-egA8-b7-3M__9,word_time_membership,"(10, 246)",True,0.0,0.0
-egA8-b7-3M__9,word_start_quantiles,"(10, 3)",True,0.0,0.0
-egA8-b7-3M__9,word_end_quantiles,"(10, 3)",True,0.0,0.0
-egA8-b7-3M__9,word_audio,"(10, 97)",True,0.0,0.0
-egA8-b7-3M__9,word_audio_dim_mask,"(10, 97)",True,0.0,0.0
-egA8-b7-3M__9,word_audio_effective_seconds,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,word_voiced_effective_seconds,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,word_expression,"(10, 52)",True,0.0,0.0
-egA8-b7-3M__9,word_expression_mask,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,word_scene,"(10, 512)",True,0.0,0.0
-egA8-b7-3M__9,word_scene_mask,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,ctc_word_score,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,asr_exact_match,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,asr_time_gap_s,"(10,)",True,0.0,0.0
-egA8-b7-3M__9,asr_word_probability,"(10,)",True,0.0,0.0
-HeZS2-Prhc__2,text,"(16, 768)",True,0.0,0.0
-HeZS2-Prhc__2,text_mask,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,audio_native,"(408, 47)",True,0.0,0.0
-HeZS2-Prhc__2,audio_time,"(408,)",True,0.0,0.0
-HeZS2-Prhc__2,audio_cells,"(408, 2)",True,0.0,0.0
-HeZS2-Prhc__2,audio_voiced,"(408,)",True,0.0,0.0
-HeZS2-Prhc__2,bert_token_ids,"(19,)",True,0.0,0.0
-HeZS2-Prhc__2,bert_word_membership,"(16, 19)",True,0.0,0.0
-HeZS2-Prhc__2,bert_char_offsets,"(19, 2)",True,0.0,0.0
-HeZS2-Prhc__2,scene_native,"(82, 512)",True,0.0,0.0
-HeZS2-Prhc__2,expression_native,"(82, 52)",True,0.0,0.0
-HeZS2-Prhc__2,expression_valid,"(82,)",True,0.0,0.0
-HeZS2-Prhc__2,vision_time,"(82,)",True,0.0,0.0
-HeZS2-Prhc__2,vision_cells,"(82, 2)",True,0.0,0.0
-HeZS2-Prhc__2,vision_frame_index,"(82,)",True,0.0,0.0
-HeZS2-Prhc__2,vision_bbox,"(82, 4)",True,0.0,0.0
-HeZS2-Prhc__2,recovery_route,"(82,)",True,0.0,0.0
-HeZS2-Prhc__2,alignment_supported,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,ctc_cells,"(407, 2)",True,0.0,0.0
-HeZS2-Prhc__2,word_time_membership,"(16, 407)",True,0.0,0.0
-HeZS2-Prhc__2,word_start_quantiles,"(16, 3)",True,0.0,0.0
-HeZS2-Prhc__2,word_end_quantiles,"(16, 3)",True,0.0,0.0
-HeZS2-Prhc__2,word_audio,"(16, 97)",True,0.0,0.0
-HeZS2-Prhc__2,word_audio_dim_mask,"(16, 97)",True,0.0,0.0
-HeZS2-Prhc__2,word_audio_effective_seconds,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,word_voiced_effective_seconds,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,word_expression,"(16, 52)",True,0.0,0.0
-HeZS2-Prhc__2,word_expression_mask,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,word_scene,"(16, 512)",True,0.0,0.0
-HeZS2-Prhc__2,word_scene_mask,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,ctc_word_score,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,asr_exact_match,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,asr_time_gap_s,"(16,)",True,0.0,0.0
-HeZS2-Prhc__2,asr_word_probability,"(16,)",True,0.0,0.0
-hnBHBN8p5A__6,text,"(13, 768)",True,0.0,0.0
-hnBHBN8p5A__6,text_mask,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,audio_native,"(317, 47)",True,0.0,0.0
-hnBHBN8p5A__6,audio_time,"(317,)",True,0.0,0.0
-hnBHBN8p5A__6,audio_cells,"(317, 2)",True,0.0,0.0
-hnBHBN8p5A__6,audio_voiced,"(317,)",True,0.0,0.0
-hnBHBN8p5A__6,bert_token_ids,"(16,)",True,0.0,0.0
-hnBHBN8p5A__6,bert_word_membership,"(13, 16)",True,0.0,0.0
-hnBHBN8p5A__6,bert_char_offsets,"(16, 2)",True,0.0,0.0
-hnBHBN8p5A__6,scene_native,"(64, 512)",True,0.0,0.0
-hnBHBN8p5A__6,expression_native,"(64, 52)",True,0.0,0.0
-hnBHBN8p5A__6,expression_valid,"(64,)",True,0.0,0.0
-hnBHBN8p5A__6,vision_time,"(64,)",True,0.0,0.0
-hnBHBN8p5A__6,vision_cells,"(64, 2)",True,0.0,0.0
-hnBHBN8p5A__6,vision_frame_index,"(64,)",True,0.0,0.0
-hnBHBN8p5A__6,vision_bbox,"(64, 4)",True,0.0,0.0
-hnBHBN8p5A__6,recovery_route,"(64,)",True,0.0,0.0
-hnBHBN8p5A__6,alignment_supported,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,ctc_cells,"(316, 2)",True,0.0,0.0
-hnBHBN8p5A__6,word_time_membership,"(13, 316)",True,0.0,0.0
-hnBHBN8p5A__6,word_start_quantiles,"(13, 3)",True,0.0,0.0
-hnBHBN8p5A__6,word_end_quantiles,"(13, 3)",True,0.0,0.0
-hnBHBN8p5A__6,word_audio,"(13, 97)",True,0.0,0.0
-hnBHBN8p5A__6,word_audio_dim_mask,"(13, 97)",True,0.0,0.0
-hnBHBN8p5A__6,word_audio_effective_seconds,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,word_voiced_effective_seconds,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,word_expression,"(13, 52)",True,0.0,0.0
-hnBHBN8p5A__6,word_expression_mask,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,word_scene,"(13, 512)",True,0.0,0.0
-hnBHBN8p5A__6,word_scene_mask,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,ctc_word_score,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,asr_exact_match,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,asr_time_gap_s,"(13,)",True,0.0,0.0
-hnBHBN8p5A__6,asr_word_probability,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,text,"(13, 768)",True,0.0,0.0
-hnBHBN8p5A__7,text_mask,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,audio_native,"(366, 47)",True,0.0,0.0
-hnBHBN8p5A__7,audio_time,"(366,)",True,0.0,0.0
-hnBHBN8p5A__7,audio_cells,"(366, 2)",True,0.0,0.0
-hnBHBN8p5A__7,audio_voiced,"(366,)",True,0.0,0.0
-hnBHBN8p5A__7,bert_token_ids,"(19,)",True,0.0,0.0
-hnBHBN8p5A__7,bert_word_membership,"(13, 19)",True,0.0,0.0
-hnBHBN8p5A__7,bert_char_offsets,"(19, 2)",True,0.0,0.0
-hnBHBN8p5A__7,scene_native,"(73, 512)",True,0.0,0.0
-hnBHBN8p5A__7,expression_native,"(73, 52)",True,0.0,0.0
-hnBHBN8p5A__7,expression_valid,"(73,)",True,0.0,0.0
-hnBHBN8p5A__7,vision_time,"(73,)",True,0.0,0.0
-hnBHBN8p5A__7,vision_cells,"(73, 2)",True,0.0,0.0
-hnBHBN8p5A__7,vision_frame_index,"(73,)",True,0.0,0.0
-hnBHBN8p5A__7,vision_bbox,"(73, 4)",True,0.0,0.0
-hnBHBN8p5A__7,recovery_route,"(73,)",True,0.0,0.0
-hnBHBN8p5A__7,alignment_supported,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,ctc_cells,"(365, 2)",True,0.0,0.0
-hnBHBN8p5A__7,word_time_membership,"(13, 365)",True,0.0,0.0
-hnBHBN8p5A__7,word_start_quantiles,"(13, 3)",True,0.0,0.0
-hnBHBN8p5A__7,word_end_quantiles,"(13, 3)",True,0.0,0.0
-hnBHBN8p5A__7,word_audio,"(13, 97)",True,0.0,0.0
-hnBHBN8p5A__7,word_audio_dim_mask,"(13, 97)",True,0.0,0.0
-hnBHBN8p5A__7,word_audio_effective_seconds,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,word_voiced_effective_seconds,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,word_expression,"(13, 52)",True,0.0,0.0
-hnBHBN8p5A__7,word_expression_mask,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,word_scene,"(13, 512)",True,0.0,0.0
-hnBHBN8p5A__7,word_scene_mask,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,ctc_word_score,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,asr_exact_match,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,asr_time_gap_s,"(13,)",True,0.0,0.0
-hnBHBN8p5A__7,asr_word_probability,"(13,)",True,0.0,0.0
-HwX2H8Z4hY__2,text,"(4, 768)",True,0.0,0.0
-HwX2H8Z4hY__2,text_mask,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,audio_native,"(196, 47)",True,0.0,0.0
-HwX2H8Z4hY__2,audio_time,"(196,)",True,0.0,0.0
-HwX2H8Z4hY__2,audio_cells,"(196, 2)",True,0.0,0.0
-HwX2H8Z4hY__2,audio_voiced,"(196,)",True,0.0,0.0
-HwX2H8Z4hY__2,bert_token_ids,"(8,)",True,0.0,0.0
-HwX2H8Z4hY__2,bert_word_membership,"(4, 8)",True,0.0,0.0
-HwX2H8Z4hY__2,bert_char_offsets,"(8, 2)",True,0.0,0.0
-HwX2H8Z4hY__2,scene_native,"(40, 512)",True,0.0,0.0
-HwX2H8Z4hY__2,expression_native,"(40, 52)",True,0.0,0.0
-HwX2H8Z4hY__2,expression_valid,"(40,)",True,0.0,0.0
-HwX2H8Z4hY__2,vision_time,"(40,)",True,0.0,0.0
-HwX2H8Z4hY__2,vision_cells,"(40, 2)",True,0.0,0.0
-HwX2H8Z4hY__2,vision_frame_index,"(40,)",True,0.0,0.0
-HwX2H8Z4hY__2,vision_bbox,"(40, 4)",True,0.0,0.0
-HwX2H8Z4hY__2,recovery_route,"(40,)",True,0.0,0.0
-HwX2H8Z4hY__2,alignment_supported,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,ctc_cells,"(195, 2)",True,0.0,0.0
-HwX2H8Z4hY__2,word_time_membership,"(4, 195)",True,0.0,0.0
-HwX2H8Z4hY__2,word_start_quantiles,"(4, 3)",True,0.0,0.0
-HwX2H8Z4hY__2,word_end_quantiles,"(4, 3)",True,0.0,0.0
-HwX2H8Z4hY__2,word_audio,"(4, 97)",True,0.0,0.0
-HwX2H8Z4hY__2,word_audio_dim_mask,"(4, 97)",True,0.0,0.0
-HwX2H8Z4hY__2,word_audio_effective_seconds,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,word_voiced_effective_seconds,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,word_expression,"(4, 52)",True,0.0,0.0
-HwX2H8Z4hY__2,word_expression_mask,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,word_scene,"(4, 512)",True,0.0,0.0
-HwX2H8Z4hY__2,word_scene_mask,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,ctc_word_score,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,asr_exact_match,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,asr_time_gap_s,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__2,asr_word_probability,"(4,)",True,0.0,0.0
-HwX2H8Z4hY__5,text,"(9, 768)",True,0.0,0.0
-HwX2H8Z4hY__5,text_mask,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,audio_native,"(278, 47)",True,0.0,0.0
-HwX2H8Z4hY__5,audio_time,"(278,)",True,0.0,0.0
-HwX2H8Z4hY__5,audio_cells,"(278, 2)",True,0.0,0.0
-HwX2H8Z4hY__5,audio_voiced,"(278,)",True,0.0,0.0
-HwX2H8Z4hY__5,bert_token_ids,"(12,)",True,0.0,0.0
-HwX2H8Z4hY__5,bert_word_membership,"(9, 12)",True,0.0,0.0
-HwX2H8Z4hY__5,bert_char_offsets,"(12, 2)",True,0.0,0.0
-HwX2H8Z4hY__5,scene_native,"(56, 512)",True,0.0,0.0
-HwX2H8Z4hY__5,expression_native,"(56, 52)",True,0.0,0.0
-HwX2H8Z4hY__5,expression_valid,"(56,)",True,0.0,0.0
-HwX2H8Z4hY__5,vision_time,"(56,)",True,0.0,0.0
-HwX2H8Z4hY__5,vision_cells,"(56, 2)",True,0.0,0.0
-HwX2H8Z4hY__5,vision_frame_index,"(56,)",True,0.0,0.0
-HwX2H8Z4hY__5,vision_bbox,"(56, 4)",True,0.0,0.0
-HwX2H8Z4hY__5,recovery_route,"(56,)",True,0.0,0.0
-HwX2H8Z4hY__5,alignment_supported,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,ctc_cells,"(276, 2)",True,0.0,0.0
-HwX2H8Z4hY__5,word_time_membership,"(9, 276)",True,0.0,0.0
-HwX2H8Z4hY__5,word_start_quantiles,"(9, 3)",True,0.0,0.0
-HwX2H8Z4hY__5,word_end_quantiles,"(9, 3)",True,0.0,0.0
-HwX2H8Z4hY__5,word_audio,"(9, 97)",True,0.0,0.0
-HwX2H8Z4hY__5,word_audio_dim_mask,"(9, 97)",True,0.0,0.0
-HwX2H8Z4hY__5,word_audio_effective_seconds,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,word_voiced_effective_seconds,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,word_expression,"(9, 52)",True,0.0,0.0
-HwX2H8Z4hY__5,word_expression_mask,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,word_scene,"(9, 512)",True,0.0,0.0
-HwX2H8Z4hY__5,word_scene_mask,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,ctc_word_score,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,asr_exact_match,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,asr_time_gap_s,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__5,asr_word_probability,"(9,)",True,0.0,0.0
-HwX2H8Z4hY__6,text,"(7, 768)",True,0.0,0.0
-HwX2H8Z4hY__6,text_mask,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,audio_native,"(163, 47)",True,0.0,0.0
-HwX2H8Z4hY__6,audio_time,"(163,)",True,0.0,0.0
-HwX2H8Z4hY__6,audio_cells,"(163, 2)",True,0.0,0.0
-HwX2H8Z4hY__6,audio_voiced,"(163,)",True,0.0,0.0
-HwX2H8Z4hY__6,bert_token_ids,"(11,)",True,0.0,0.0
-HwX2H8Z4hY__6,bert_word_membership,"(7, 11)",True,0.0,0.0
-HwX2H8Z4hY__6,bert_char_offsets,"(11, 2)",True,0.0,0.0
-HwX2H8Z4hY__6,scene_native,"(33, 512)",True,0.0,0.0
-HwX2H8Z4hY__6,expression_native,"(33, 52)",True,0.0,0.0
-HwX2H8Z4hY__6,expression_valid,"(33,)",True,0.0,0.0
-HwX2H8Z4hY__6,vision_time,"(33,)",True,0.0,0.0
-HwX2H8Z4hY__6,vision_cells,"(33, 2)",True,0.0,0.0
-HwX2H8Z4hY__6,vision_frame_index,"(33,)",True,0.0,0.0
-HwX2H8Z4hY__6,vision_bbox,"(33, 4)",True,0.0,0.0
-HwX2H8Z4hY__6,recovery_route,"(33,)",True,0.0,0.0
-HwX2H8Z4hY__6,alignment_supported,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,ctc_cells,"(162, 2)",True,0.0,0.0
-HwX2H8Z4hY__6,word_time_membership,"(7, 162)",True,0.0,0.0
-HwX2H8Z4hY__6,word_start_quantiles,"(7, 3)",True,0.0,0.0
-HwX2H8Z4hY__6,word_end_quantiles,"(7, 3)",True,0.0,0.0
-HwX2H8Z4hY__6,word_audio,"(7, 97)",True,0.0,0.0
-HwX2H8Z4hY__6,word_audio_dim_mask,"(7, 97)",True,0.0,0.0
-HwX2H8Z4hY__6,word_audio_effective_seconds,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,word_voiced_effective_seconds,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,word_expression,"(7, 52)",True,0.0,0.0
-HwX2H8Z4hY__6,word_expression_mask,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,word_scene,"(7, 512)",True,0.0,0.0
-HwX2H8Z4hY__6,word_scene_mask,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,ctc_word_score,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,asr_exact_match,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,asr_time_gap_s,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__6,asr_word_probability,"(7,)",True,0.0,0.0
-HwX2H8Z4hY__9,text,"(22, 768)",True,0.0,0.0
-HwX2H8Z4hY__9,text_mask,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,audio_native,"(382, 47)",True,0.0,0.0
-HwX2H8Z4hY__9,audio_time,"(382,)",True,0.0,0.0
-HwX2H8Z4hY__9,audio_cells,"(382, 2)",True,0.0,0.0
-HwX2H8Z4hY__9,audio_voiced,"(382,)",True,0.0,0.0
-HwX2H8Z4hY__9,bert_token_ids,"(26,)",True,0.0,0.0
-HwX2H8Z4hY__9,bert_word_membership,"(22, 26)",True,0.0,0.0
-HwX2H8Z4hY__9,bert_char_offsets,"(26, 2)",True,0.0,0.0
-HwX2H8Z4hY__9,scene_native,"(78, 512)",True,0.0,0.0
-HwX2H8Z4hY__9,expression_native,"(78, 52)",True,0.0,0.0
-HwX2H8Z4hY__9,expression_valid,"(78,)",True,0.0,0.0
-HwX2H8Z4hY__9,vision_time,"(78,)",True,0.0,0.0
-HwX2H8Z4hY__9,vision_cells,"(78, 2)",True,0.0,0.0
-HwX2H8Z4hY__9,vision_frame_index,"(78,)",True,0.0,0.0
-HwX2H8Z4hY__9,vision_bbox,"(78, 4)",True,0.0,0.0
-HwX2H8Z4hY__9,recovery_route,"(78,)",True,0.0,0.0
-HwX2H8Z4hY__9,alignment_supported,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,ctc_cells,"(381, 2)",True,0.0,0.0
-HwX2H8Z4hY__9,word_time_membership,"(22, 381)",True,0.0,0.0
-HwX2H8Z4hY__9,word_start_quantiles,"(22, 3)",True,0.0,0.0
-HwX2H8Z4hY__9,word_end_quantiles,"(22, 3)",True,0.0,0.0
-HwX2H8Z4hY__9,word_audio,"(22, 97)",True,0.0,0.0
-HwX2H8Z4hY__9,word_audio_dim_mask,"(22, 97)",True,0.0,0.0
-HwX2H8Z4hY__9,word_audio_effective_seconds,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,word_voiced_effective_seconds,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,word_expression,"(22, 52)",True,0.0,0.0
-HwX2H8Z4hY__9,word_expression_mask,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,word_scene,"(22, 512)",True,0.0,0.0
-HwX2H8Z4hY__9,word_scene_mask,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,ctc_word_score,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,asr_exact_match,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,asr_time_gap_s,"(22,)",True,0.0,0.0
-HwX2H8Z4hY__9,asr_word_probability,"(22,)",True,0.0,0.0
-I_e4mIh0yE__1,text,"(18, 768)",True,0.0,0.0
-I_e4mIh0yE__1,text_mask,"(18,)",True,0.0,0.0
-I_e4mIh0yE__1,audio_native,"(373, 47)",True,0.0,0.0
-I_e4mIh0yE__1,audio_time,"(373,)",True,0.0,0.0
-I_e4mIh0yE__1,audio_cells,"(373, 2)",True,0.0,0.0
-I_e4mIh0yE__1,audio_voiced,"(373,)",True,0.0,0.0
-I_e4mIh0yE__1,bert_token_ids,"(23,)",True,0.0,0.0
-I_e4mIh0yE__1,bert_word_membership,"(18, 23)",True,0.0,0.0
-I_e4mIh0yE__1,bert_char_offsets,"(23, 2)",True,0.0,0.0
-I_e4mIh0yE__1,scene_native,"(76, 512)",True,0.0,0.0
